OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,INTPTLAT,INTPTLON,NAMELSAD10,UATYP10,joinMatch,BA_Climate,Shape_Length,Shape_Area
1216,08,001,009502,08001009502,95.02,Census Tract 95.02,+39.8136040,-105.0148273,"Denver--Aurora, CO Urbanized Area",U,G0800010009502,Cold,0.087014675172483,0.000460128046500
1217,08,001,008000,08001008000,80,Census Tract 80,+39.7492605,-104.8564044,"Denver--Aurora, CO Urbanized Area",U,G0800010008000,Cold,0.059629830400389,0.000205566902000
1218,08,001,008100,08001008100,81,Census Tract 81,+39.7466612,-104.8372242,"Denver--Aurora, CO Urbanized Area",U,G0800010008100,Cold,0.070707332819139,0.000283896517000
1219,08,001,008200,08001008200,82,Census Tract 82,+39.7602795,-104.8368767,"Denver--Aurora, CO Urbanized Area",U,G0800010008200,Cold,0.108340262780203,0.000467828434000
1220,08,001,008308,08001008308,83.08,Census Tract 83.08,+39.7580208,-104.8145883,"Denver--Aurora, CO Urbanized Area",U,G0800010008308,Cold,0.113550825288250,0.000462593835000
1221,08,001,008309,08001008309,83.09,Census Tract 83.09,+39.7560856,-104.7840024,"Denver--Aurora, CO Urbanized Area",U,G0800010008309,Cold,0.147826567370885,0.001278257131000
1222,08,001,008505,08001008505,85.05,Census Tract 85.05,+39.8941535,-104.9759516,"Denver--Aurora, CO Urbanized Area",U,G0800010008505,Cold,0.076734080124900,0.000324034098000
1223,08,001,008506,08001008506,85.06,Census Tract 85.06,+39.9080585,-104.9857721,"Denver--Aurora, CO Urbanized Area",U,G0800010008506,Cold,0.056316986555360,0.000180860096000
1224,08,001,008507,08001008507,85.07,Census Tract 85.07,+39.9068546,-104.9681816,"Denver--Aurora, CO Urbanized Area",U,G0800010008507,Cold,0.067423827400375,0.000275378895500
1225,08,031,980000,08031980000,9800,Census Tract 9800,+39.8791986,-104.6910529,"Denver--Aurora, CO Urbanized Area",U,G0800310980000,Cold,0.629991000576849,0.011607400679000
1226,08,031,011902,08031011902,119.02,Census Tract 119.02,+39.6594083,-105.0615596,"Denver--Aurora, CO Urbanized Area",U,G0800310011902,Cold,0.084056340637165,0.000257904779500
1227,08,031,011903,08031011903,119.03,Census Tract 119.03,+39.6650807,-105.0750317,"Denver--Aurora, CO Urbanized Area",U,G0800310011903,Cold,0.048432680335298,0.000110446844500
1228,08,031,012001,08031012001,120.01,Census Tract 120.01,+39.6443128,-105.0650653,"Denver--Aurora, CO Urbanized Area",U,G0800310012001,Cold,0.081021497275752,0.000206762992500
1229,08,001,008508,08001008508,85.08,Census Tract 85.08,+39.9059339,-104.9492368,"Denver--Aurora, CO Urbanized Area",U,G0800010008508,Cold,0.065745033506337,0.000268546175500
1230,08,001,008524,08001008524,85.24,Census Tract 85.24,+39.9411441,-104.9316157,"Denver--Aurora, CO Urbanized Area",U,G0800010008524,Cold,0.094583816160389,0.000529737062500
1231,08,001,008526,08001008526,85.26,Census Tract 85.26,+39.9487613,-104.9743823,"Denver--Aurora, CO Urbanized Area",U,G0800010008526,Cold,0.111643696431706,0.000773366127500
1232,08,001,060100,08001060100,601,Census Tract 601,+39.9424670,-105.0021415,"Denver--Aurora, CO Urbanized Area",U,G0800010060100,Cold,0.152161584227656,0.000703522813500
1233,08,001,060200,08001060200,602,Census Tract 602,+39.9246541,-105.0056952,"Denver--Aurora, CO Urbanized Area",U,G0800010060200,Cold,0.124427808176797,0.000526664877500
1234,08,041,005202,08041005202,52.02,Census Tract 52.02,+38.8202286,-104.7623983,"Colorado Springs, CO Urbanized Area",U,G0800410005202,Cold,0.042018120339389,0.000105634699000
1235,08,041,005300,08041005300,53,Census Tract 53,+38.8054848,-104.7755214,"Colorado Springs, CO Urbanized Area",U,G0800410005300,Cold,0.069546084933452,0.000154611955500
1236,08,041,005502,08041005502,55.02,Census Tract 55.02,+38.8900824,-104.7475323,"Colorado Springs, CO Urbanized Area",U,G0800410005502,Cold,0.060820781773622,0.000190583504500
1237,08,031,012014,08031012014,120.14,Census Tract 120.14,+39.6310316,-105.0987640,"Denver--Aurora, CO Urbanized Area",U,G0800310012014,Cold,0.081110635772811,0.000264895677500
1238,08,041,005601,08041005601,56.01,Census Tract 56.01,+38.8924309,-104.7298366,"Colorado Springs, CO Urbanized Area",U,G0800410005601,Cold,0.068378678097165,0.000263514117500
1239,08,041,005602,08041005602,56.02,Census Tract 56.02,+38.8787598,-104.7262289,"Colorado Springs, CO Urbanized Area",U,G0800410005602,Cold,0.049284460284416,0.000150882634000
1240,08,041,006000,08041006000,60,Census Tract 60,+38.8469580,-104.7434285,"Colorado Springs, CO Urbanized Area",U,G0800410006000,Cold,0.089731027005505,0.000411786597000
1241,08,111,972600,08111972600,9726,Census Tract 9726,+37.7810745,-107.6702566,Rural Area,R,G0801110972600,Very Cold,1.716640657087753,0.102833639218997
1242,08,097,000100,08097000100,1,Census Tract 1,+39.2884792,-107.0905741,"Basalt--El Jebel, CO Urban Cluster",C,G0800970000100,Very Cold,1.948188094064857,0.126628123177000
1243,08,001,008538,08001008538,85.38,Census Tract 85.38,+39.8822633,-104.7869295,"Denver--Aurora, CO Urbanized Area",U,G0800010008538,Cold,0.211601815296318,0.001214177600000
1244,08,001,015000,08001015000,150,Census Tract 150,+39.8212115,-104.9680224,"Denver--Aurora, CO Urbanized Area",U,G0800010015000,Cold,0.233065878601474,0.001600636026000
1245,08,055,960900,08055960900,9609,Census Tract 9609,+37.6776526,-104.9517537,"Walsenburg, CO Urban Cluster",C,G0800550960900,Cold,4.638464340034554,0.410362008443501
1246,08,097,000500,08097000500,5,Census Tract 5,+39.2188123,-106.6846252,"Aspen, CO Urban Cluster",C,G0800970000500,Very Cold,2.481865944781776,0.124411625747001
1247,08,097,000402,08097000402,4.02,Census Tract 4.02,+39.0940656,-106.8863024,"Aspen, CO Urban Cluster",C,G0800970000402,Very Cold,0.711551459123351,0.009195555278000
1248,08,097,000401,08097000401,4.01,Census Tract 4.01,+39.1981447,-106.8071229,"Aspen, CO Urban Cluster",C,G0800970000401,Very Cold,0.378611609887019,0.002660069466500
1249,08,059,980400,08059980400,9804,Census Tract 9804,+39.6416854,-105.1031631,"Denver--Aurora, CO Urbanized Area",U,G0800590980400,Cold,0.049515297339994,0.000081594574000
1250,32,031,003108,32031003108,31.08,Census Tract 31.08,+39.5626439,-119.7162156,"Reno, NV--CA Urbanized Area",U,G3200310003108,Cold,0.060208975560450,0.000213860387000
1251,32,031,003507,32031003507,35.07,Census Tract 35.07,+39.5747689,-119.7076881,"Reno, NV--CA Urbanized Area",U,G3200310003507,Cold,0.075623271231880,0.000372264044500
1252,32,031,002500,32031002500,25,Census Tract 25,+39.5498168,-119.8345857,"Reno, NV--CA Urbanized Area",U,G3200310002500,Cold,0.117879190672226,0.000523950356500
1253,32,023,960404,32023960404,9604.04,Census Tract 9604.04,+36.1829044,-116.0213039,"Pahrump, NV Urban Cluster",C,G3200230960404,Cold,0.278501625382322,0.003571919097000
1254,32,023,960403,32023960403,9604.03,Census Tract 9604.03,+36.2312695,-116.1177375,"Pahrump, NV Urban Cluster",C,G3200230960403,Cold,0.490615320393760,0.011532016255500
1255,32,023,960402,32023960402,9604.02,Census Tract 9604.02,+36.2319354,-116.0280982,"Pahrump, NV Urban Cluster",C,G3200230960402,Cold,0.245521113079904,0.003123440040500
1256,32,023,960405,32023960405,9604.05,Census Tract 9604.05,+36.1115725,-116.0023666,"Pahrump, NV Urban Cluster",C,G3200230960405,Cold,0.487902179051691,0.008280895654500
1257,32,023,960100,32023960100,9601,Census Tract 9601,+38.6693907,-116.3756869,Rural Area,R,G3200230960100,Cold,8.320796566508822,2.329835609442994
1258,32,023,960200,32023960200,9602,Census Tract 9602,+38.1235057,-116.6775170,Rural Area,R,G3200230960200,Cold,5.040165103566975,0.798875364701998
1259,32,023,960300,32023960300,9603,Census Tract 9603,+36.9030478,-116.7544846,Rural Area,R,G3200230960300,Cold,4.784461369190690,0.420239886857997
1260,32,001,950100,32001950100,9501,Census Tract 9501,+39.5635890,-118.1428269,"Fallon, NV Urban Cluster",C,G3200010950100,Cold,5.533139576089447,1.019239274167496
1261,32,001,950400,32001950400,9504,Census Tract 9504,+39.4164114,-118.6949175,Rural Area,R,G3200010950400,Cold,0.366818822068457,0.003583027885001
1262,32,001,950500,32001950500,9505,Census Tract 9505,+39.6009130,-118.6828562,"Fallon, NV Urban Cluster",C,G3200010950500,Cold,0.885634290073874,0.040621024064001
1263,32,001,950600,32001950600,9506,Census Tract 9506,+39.7934997,-118.9516281,"Fallon, NV Urban Cluster",C,G3200010950600,Cold,2.268605255714470,0.192255420207997
1264,32,003,005804,32003005804,58.04,Census Tract 58.04,+36.1520470,-115.3000184,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005804,Hot-Dry,0.056190342753821,0.000160745946000
1265,32,013,010500,32013010500,105,Census Tract 105,+41.5141573,-118.2841989,"Winnemucca, NV Urban Cluster",C,G3200130010500,Cold,6.915457312396808,2.199399123014498
1266,32,013,010600,32013010600,106,Census Tract 106,+41.0333377,-117.3314832,"Winnemucca, NV Urban Cluster",C,G3200130010600,Cold,3.330012384983692,0.473156512206996
1267,32,019,960202,32019960202,9602.02,Census Tract 9602.02,+39.2909318,-119.0674828,Rural Area,R,G3200190960202,Cold,1.524772181279363,0.071974849942501
1268,32,019,960201,32019960201,9602.01,Census Tract 9602.01,+39.3663732,-119.3202186,Rural Area,R,G3200190960201,Cold,1.336371889057912,0.067415148476001
1269,32,019,960302,32019960302,9603.02,Census Tract 9603.02,+39.2715033,-119.5722351,"Dayton, NV Urban Cluster",C,G3200190960302,Cold,0.599754103959057,0.007348332291000
1270,32,019,960103,32019960103,9601.03,Census Tract 9601.03,+39.6382793,-119.1327330,"Fernley, NV Urban Cluster",C,G3200190960103,Cold,0.701703382088758,0.013064597643001
1271,32,019,960303,32019960303,9603.03,Census Tract 9603.03,+39.2271901,-119.4755925,"Dayton, NV Urban Cluster",C,G3200190960303,Cold,1.087736034630203,0.046755496936000
1272,32,019,960101,32019960101,9601.01,Census Tract 9601.01,+39.5559621,-119.1833131,"Fernley, NV Urban Cluster",C,G3200190960101,Cold,0.616445392689812,0.014675873957000
1273,32,019,960900,32019960900,9609,Census Tract 9609,+39.0775786,-119.0752639,"Yerington, NV Urban Cluster",C,G3200190960900,Cold,1.775854105535048,0.079523827006501
1274,32,019,960301,32019960301,9603.01,Census Tract 9603.01,+39.2341765,-119.6686280,"Carson City, NV Urbanized Area",U,G3200190960301,Cold,0.320042829651027,0.003585341168500
1275,32,003,002936,32003002936,29.36,Census Tract 29.36,+36.1200463,-115.2294133,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002936,Hot-Dry,0.039892301105151,0.000098435265500
1276,32,003,002962,32003002962,29.62,Census Tract 29.62,+36.0821955,-115.1994680,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002962,Hot-Dry,0.158591846658880,0.001231105390000
1277,32,003,001804,32003001804,18.04,Census Tract 18.04,+36.1407296,-115.1120612,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030001804,Hot-Dry,0.041241587599589,0.000097811694000
1278,32,003,003411,32003003411,34.11,Census Tract 34.11,+36.2256681,-115.2536663,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003411,Hot-Dry,0.057297679157141,0.000204834095500
1279,32,003,005106,32003005106,51.06,Census Tract 51.06,+36.0535578,-115.0752848,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005106,Hot-Dry,0.040324423864998,0.000079233327000
1280,32,031,002212,32031002212,22.12,Census Tract 22.12,+39.4888939,-119.7798268,"Reno, NV--CA Urbanized Area",U,G3200310002212,Cold,0.047584370878945,0.000107055828000
1281,32,031,002210,32031002210,22.10,Census Tract 22.10,+39.4167492,-119.6898853,"Reno, NV--CA Urbanized Area",U,G3200310002210,Cold,0.319053714981460,0.003453062946000
1282,32,031,002617,32031002617,26.17,Census Tract 26.17,+39.5862498,-119.8180511,"Reno, NV--CA Urbanized Area",U,G3200310002617,Cold,0.169907323245305,0.001095576281500
1283,32,031,940200,32031940200,9402,Census Tract 9402,+40.1857919,-119.6497555,"Fernley, NV Urban Cluster",C,G3200310940200,Cold,3.528122865293923,0.154639363221500
1284,32,031,990100,32031990100,9901,Census Tract 9901,+40.0455109,-119.5652064,Rural Area,R,G3200310990100,Cold,1.179718167987124,0.044562041198500
1285,32,003,005017,32003005017,50.17,Census Tract 50.17,+36.0898244,-115.0289912,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005017,Hot-Dry,0.054043366295594,0.000133604853500
1286,32,003,002965,32003002965,29.65,Census Tract 29.65,+36.1040129,-115.2164918,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002965,Hot-Dry,0.048633334920616,0.000123797279000
1287,32,003,002966,32003002966,29.66,Census Tract 29.66,+36.1115895,-115.2122560,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002966,Hot-Dry,0.031695439387852,0.000062318178500
1288,32,003,002970,32003002970,29.70,Census Tract 29.70,+36.0969852,-115.2122395,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002970,Hot-Dry,0.031713592300037,0.000062438232000
1289,32,003,005844,32003005844,58.44,Census Tract 58.44,+36.1353551,-115.3286750,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005844,Hot-Dry,0.072159528764946,0.000281291639500
1290,32,003,005847,32003005847,58.47,Census Tract 58.47,+36.1075789,-115.3106651,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005847,Hot-Dry,0.047190704805473,0.000132207778500
1291,32,003,005848,32003005848,58.48,Census Tract 58.48,+36.1066744,-115.3014724,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005848,Hot-Dry,0.049058592446231,0.000136538077000
1292,32,003,005835,32003005835,58.35,Census Tract 58.35,+35.9949426,-115.2162285,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005835,Hot-Dry,0.053363027390816,0.000134574945500
1293,32,003,005836,32003005836,58.36,Census Tract 58.36,+35.9884049,-115.2146093,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005836,Hot-Dry,0.054600242096814,0.000116473165000
1294,32,003,002980,32003002980,29.80,Census Tract 29.80,+36.0525048,-115.2341576,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002980,Hot-Dry,0.050443256401220,0.000129657919000
1295,32,003,002983,32003002983,29.83,Census Tract 29.83,+36.0387919,-115.2143187,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002983,Hot-Dry,0.082124013477696,0.000263938139000
1296,32,003,005352,32003005352,53.52,Census Tract 53.52,+36.0213119,-115.0561374,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005352,Hot-Dry,0.058676226895970,0.000166377098500
1297,32,003,005438,32003005438,54.38,Census Tract 54.38,+36.0496485,-114.9847793,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005438,Hot-Dry,0.082108025561149,0.000222032251500
1298,32,003,005614,32003005614,56.14,Census Tract 56.14,+36.8015601,-114.0980667,"Mesquite, NV--AZ Urban Cluster",C,G3200030005614,Hot-Dry,0.080568298558032,0.000235518216500
1299,32,003,006900,32003006900,69,Census Tract 69,+36.0788934,-115.1051817,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030006900,Hot-Dry,0.083449193216954,0.000400359819000
1300,32,003,007100,32003007100,71,Census Tract 71,+36.2068787,-115.0711975,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030007100,Hot-Dry,0.079976723368835,0.000392768632000
1301,32,023,980500,32023980500,9805,Census Tract 9805,+37.3124044,-116.4307324,Rural Area,R,G3200230980500,Cold,5.128977367943991,1.102508096221501
1302,32,023,960401,32023960401,9604.01,Census Tract 9604.01,+36.4957124,-116.0157160,"Pahrump, NV Urban Cluster",C,G3200230960401,Cold,2.092857693422903,0.142312951028501
1303,32,023,960406,32023960406,9604.06,Census Tract 9604.06,+36.0857111,-115.9122613,"Pahrump, NV Urban Cluster",C,G3200230960406,Cold,0.664766738985560,0.017646277182999
1304,32,019,960800,32019960800,9608,Census Tract 9608,+38.6967345,-119.1999470,"Yerington, NV Urban Cluster",C,G3200190960800,Cold,2.295967916977248,0.240505010948498
1305,32,031,001701,32031001701,17.01,Census Tract 17.01,+39.5517399,-119.7932869,"Reno, NV--CA Urbanized Area",U,G3200310001701,Cold,0.046975424661137,0.000136647146500
1306,32,003,003307,32003003307,33.07,Census Tract 33.07,+36.2686888,-115.2161055,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003307,Hot-Dry,0.066442821000905,0.000274295704000
1307,32,003,003634,32003003634,36.34,Census Tract 36.34,+36.2541673,-115.1754470,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003634,Hot-Dry,0.048069117335251,0.000136265733500
1308,32,003,003635,32003003635,36.35,Census Tract 36.35,+36.2680682,-115.1655868,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003635,Hot-Dry,0.052694611832801,0.000153370000000
1309,32,003,003622,32003003622,36.22,Census Tract 36.22,+36.2845463,-115.1510416,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003622,Hot-Dry,0.113498146857113,0.000615612521000
1310,32,003,003644,32003003644,36.44,Census Tract 36.44,+36.2212629,-115.1614048,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003644,Hot-Dry,0.050834799685197,0.000130082682500
1311,32,003,003642,32003003642,36.42,Census Tract 36.42,+36.2250523,-115.1431647,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003642,Hot-Dry,0.065627685456199,0.000262534568000
1312,32,003,005853,32003005853,58.53,Census Tract 58.53,+36.0739747,-115.3022412,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005853,Hot-Dry,0.062970244035788,0.000203875787500
1313,32,003,005829,32003005829,58.29,Census Tract 58.29,+36.0162852,-115.2888038,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005829,Hot-Dry,0.053565194848639,0.000150464076000
1314,32,003,005833,32003005833,58.33,Census Tract 58.33,+36.0121155,-115.2206322,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005833,Hot-Dry,0.118335214877639,0.000758777590000
1315,32,003,005832,32003005832,58.32,Census Tract 58.32,+35.9913500,-115.2524960,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005832,Hot-Dry,0.064414715366811,0.000255290140000
1316,32,003,002984,32003002984,29.84,Census Tract 29.84,+36.0335572,-115.2328598,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002984,Hot-Dry,0.080867816922703,0.000372976969500
1317,32,003,002981,32003002981,29.81,Census Tract 29.81,+36.0532503,-115.2182259,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002981,Hot-Dry,0.042929095895700,0.000098147452000
1318,32,003,002843,32003002843,28.43,Census Tract 28.43,+35.9920260,-115.1469768,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002843,Hot-Dry,0.104822630021505,0.000359576155500
1319,32,031,001008,32031001008,10.08,Census Tract 10.08,+39.4932761,-119.8048904,"Reno, NV--CA Urbanized Area",U,G3200310001008,Cold,0.039166546504030,0.000063856312500
1320,32,031,002208,32031002208,22.08,Census Tract 22.08,+39.4326621,-119.7546505,"Reno, NV--CA Urbanized Area",U,G3200310002208,Cold,0.085372623202309,0.000339543775500
1321,32,031,001010,32031001010,10.10,Census Tract 10.10,+39.4010974,-119.7695426,"Reno, NV--CA Urbanized Area",U,G3200310001010,Cold,0.124554519811725,0.000585822643000
1322,32,031,000201,32031000201,2.01,Census Tract 2.01,+39.5094801,-119.7970919,"Reno, NV--CA Urbanized Area",U,G3200310000201,Cold,0.046592496240018,0.000112630978500
1323,32,031,003510,32031003510,35.10,Census Tract 35.10,+39.5928407,-119.7342308,"Reno, NV--CA Urbanized Area",U,G3200310003510,Cold,0.075228585430524,0.000200154669500
1324,32,031,003305,32031003305,33.05,Census Tract 33.05,+39.2547221,-119.9591691,"Incline Village, NV--CA Urban Cluster",C,G3200310003305,Cold,0.061411300075072,0.000153307172500
1325,32,003,004602,32003004602,46.02,Census Tract 46.02,+36.2258874,-115.1031586,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030004602,Hot-Dry,0.077848357444075,0.000244162622500
1326,32,003,004601,32003004601,46.01,Census Tract 46.01,+36.2232755,-115.1133451,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030004601,Hot-Dry,0.062898678051852,0.000171630654500
1327,32,003,005014,32003005014,50.14,Census Tract 50.14,+36.1089953,-115.0547549,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005014,Hot-Dry,0.055877438532697,0.000129084259500
1328,32,003,005354,32003005354,53.54,Census Tract 53.54,+36.0275095,-115.0195059,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005354,Hot-Dry,0.065296242256425,0.000205107238500
1329,32,003,005353,32003005353,53.53,Census Tract 53.53,+36.0261916,-115.0379978,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005353,Hot-Dry,0.053116535942005,0.000151108871500
1330,32,003,005360,32003005360,53.60,Census Tract 53.60,+35.9906626,-114.9455985,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005360,Hot-Dry,0.111541866423562,0.000562472138000
1331,32,003,002841,32003002841,28.41,Census Tract 28.41,+35.9975579,-115.1684226,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002841,Hot-Dry,0.134867622381677,0.000796748555000
1332,32,003,005356,32003005356,53.56,Census Tract 53.56,+36.0062498,-115.0541041,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005356,Hot-Dry,0.100029830427127,0.000389361131000
1333,32,003,003310,32003003310,33.10,Census Tract 33.10,+36.2953450,-115.2370922,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003310,Hot-Dry,0.146653706043063,0.000708672944000
1334,32,003,003247,32003003247,32.47,Census Tract 32.47,+36.2123521,-115.2660111,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003247,Hot-Dry,0.052622416915251,0.000145048672500
1335,32,003,005905,32003005905,59.05,Census Tract 59.05,+36.8266832,-114.0567845,"Mesquite, NV--AZ Urban Cluster",C,G3200030005905,Hot-Dry,0.095520962444719,0.000306237243000
1336,32,031,990000,32031990000,9900,Census Tract 9900,+39.2036153,-119.9684438,Rural Area,R,G3200310990000,Cold,0.309827655774345,0.005538048304000
1337,32,003,005434,32003005434,54.34,Census Tract 54.34,+36.0329472,-114.9443249,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005434,Hot-Dry,0.129760899468574,0.000501058304500
1338,32,003,005439,32003005439,54.39,Census Tract 54.39,+36.0635638,-115.0012899,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005439,Hot-Dry,0.047627879432511,0.000120848570000
1339,32,003,005615,32003005615,56.15,Census Tract 56.15,+36.7890825,-114.1160285,"Mesquite, NV--AZ Urban Cluster",C,G3200030005615,Hot-Dry,0.137747395652531,0.000371891254500
1340,32,003,001501,32003001501,15.01,Census Tract 15.01,+36.1544766,-115.1061773,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030001501,Hot-Dry,0.049493574801056,0.000101096479500
1341,32,003,002848,32003002848,28.48,Census Tract 28.48,+36.0607897,-115.1288210,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002848,Hot-Dry,0.048791047965163,0.000106510832500
1342,32,003,005435,32003005435,54.35,Census Tract 54.35,+36.0405264,-114.9086002,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005435,Hot-Dry,0.461969942128133,0.006827998335499
1343,32,003,000528,32003000528,5.28,Census Tract 5.28,+36.1857512,-115.0852041,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030000528,Hot-Dry,0.032197378178301,0.000058541819000
1344,32,003,001402,32003001402,14.02,Census Tract 14.02,+36.1478775,-115.1156417,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030001402,Hot-Dry,0.066516829701248,0.000174939851500
1345,32,003,003431,32003003431,34.31,Census Tract 34.31,+36.1924474,-115.1842582,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003431,Hot-Dry,0.037809560222105,0.000075068551500
1346,32,003,000107,32003000107,1.07,Census Tract 1.07,+36.1626780,-115.2149023,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030000107,Hot-Dry,0.050485442008833,0.000125041329000
1347,32,003,003430,32003003430,34.30,Census Tract 34.30,+36.1920514,-115.1743530,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003430,Hot-Dry,0.032495320543696,0.000064380410000
1348,32,003,003616,32003003616,36.16,Census Tract 36.16,+36.2077284,-115.1827474,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003616,Hot-Dry,0.133902638826593,0.000876348338500
1349,32,003,000401,32003000401,4.01,Census Tract 4.01,+36.1820491,-115.1381920,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030000401,Hot-Dry,0.041145153328256,0.000093559450500
1350,32,003,000527,32003000527,5.27,Census Tract 5.27,+36.1837609,-115.0921158,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030000527,Hot-Dry,0.047956670963137,0.000076758616500
1351,32,003,002995,32003002995,29.95,Census Tract 29.95,+36.1207675,-115.1876162,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002995,Hot-Dry,0.050511916012891,0.000156186977000
1352,32,003,002302,32003002302,23.02,Census Tract 23.02,+36.1317642,-115.1641314,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002302,Hot-Dry,0.086072291869808,0.000320103911000
1353,32,003,005013,32003005013,50.13,Census Tract 50.13,+36.1297965,-115.0361872,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005013,Hot-Dry,0.077719842463423,0.000224200222000
1354,32,003,002996,32003002996,29.96,Census Tract 29.96,+36.1209595,-115.1969888,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002996,Hot-Dry,0.030640027156326,0.000049088708500
1355,32,003,002206,32003002206,22.06,Census Tract 22.06,+36.1297331,-115.1981786,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002206,Hot-Dry,0.050320499160211,0.000113096959500
1356,32,003,002207,32003002207,22.07,Census Tract 22.07,+36.1338691,-115.2040712,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002207,Hot-Dry,0.032309603489690,0.000042840706500
1357,32,003,002605,32003002605,26.05,Census Tract 26.05,+36.1114476,-115.1591252,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002605,Hot-Dry,0.031989139365778,0.000061337980000
1358,32,003,004402,32003004402,44.02,Census Tract 44.02,+36.2064306,-115.1265328,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030004402,Hot-Dry,0.037675197100463,0.000078523142500
1359,32,003,004301,32003004301,43.01,Census Tract 43.01,+36.2053587,-115.1107992,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030004301,Hot-Dry,0.030275837342442,0.000036912039000
1360,32,003,004302,32003004302,43.02,Census Tract 43.02,+36.1997128,-115.1126924,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030004302,Hot-Dry,0.038072660898677,0.000084114820500
1361,32,005,001000,32005001000,10,Census Tract 10,+38.9083121,-119.7305006,"Gardnerville Ranchos, NV Urban Cluster",C,G3200050001000,Cold,0.119143753332817,0.000566499609000
1362,32,005,002100,32005002100,21,Census Tract 21,+39.0937658,-119.7660256,"Carson City, NV Urbanized Area",U,G3200050002100,Cold,0.120765344850552,0.000708674513001
1363,32,003,000108,32003000108,1.08,Census Tract 1.08,+36.1823003,-115.2098035,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030000108,Hot-Dry,0.048665087653563,0.000094420092500
1364,32,003,005834,32003005834,58.34,Census Tract 58.34,+36.0189057,-115.1936024,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005834,Hot-Dry,0.135264712532333,0.001084186306500
